document_tone	sentences_tone
{'tones': [{'score': 0.597706, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.548904, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.732703, 'tone_id': 'fear', 'tone_name': 'Fear'}]}	
{'tones': [{'score': 0.737918, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.603787, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.656175, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.511521, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.662817, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.50753, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.560944, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.612551, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.561818, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.939384, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.966573, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	[{'sentence_id': 0, 'text': 'safety always first priority.we', 'tones': [{'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'keep fsms update thru continue training regarding safety measure sop follow covid19 USER_MENTION USER_MENTION USER_MENTION USER_MENTION', 'tones': [{'score': 0.511048, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.868982, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]
{'tones': [{'score': 0.719519, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.718218, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	[{'sentence_id': 0, 'text': 'dear chennaities pl fwd fake without legitimate authentic info govt.especially', 'tones': [{'score': 0.571698, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.703409, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'abt total lockdown chennai city alone blatent lie rumour mongering.sources', 'tones': [{'score': 0.551183, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 2, 'text': 'say existing containment zone would stringently handled wt medical care', 'tones': []}]
{'tones': []}	
{'tones': [{'score': 0.709842, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.581803, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.928936, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.729221, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.518058, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.563978, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.703409, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.511247, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.71364, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.757685, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.595396, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.758758, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.615833, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.926735, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.934054, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.563545, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.518806, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.798179, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.871646, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.833309, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.866337, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.573485, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': [{'score': 0.87232, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.830847, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.705784, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.817566, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.504762, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.684573, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.546896, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.596024, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.687976, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.696285, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.71364, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.679326, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.649015, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.786514, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.916644, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.631005, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.767921, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.628275, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.632566, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.670204, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.519445, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.589423, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.884616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.888841, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.830561, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.680666, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.909883, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.841032, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.734478, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.820071, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.797165, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.838648, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': []}	
{'tones': [{'score': 0.647599, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.87707, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.728394, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.696092, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.794402, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.559932, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.568262, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.594058, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.892152, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.500033, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.615741, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.591917, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.571714, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.541392, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.744785, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.520233, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.729836, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.520479, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.972694, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.791703, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.581836, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.634637, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.692462, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.656183, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.518629, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.798791, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.633443, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.928991, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.697857, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.92651, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.608452, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.687564, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.628662, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.72969, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	[{'sentence_id': 0, 'text': 'covid19 update patient discharged assam.1584', 'tones': []}, {'sentence_id': 1, 'text': 'people recovered state far northeastindia', 'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]
{'tones': []}	
{'tones': [{'score': 0.57739, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.559686, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.720072, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.888737, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.873263, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.505333, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.64437, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.589284, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.778549, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.926495, 'tone_id': 'fear', 'tone_name': 'Fear'}]}	[{'sentence_id': 0, 'text': 'scared giving exam already given freaking times.were', 'tones': [{'score': 0.840583, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 1, 'text': 'scared getting corona virus bringing friend bringing home family want mass promotion nothing else boycottofflinegtuexams USER_MENTION', 'tones': [{'score': 0.612653, 'tone_id': 'fear', 'tone_name': 'Fear'}]}]
{'tones': [{'score': 0.583107, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.562568, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.635146, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.601231, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.788864, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.670648, 'tone_id': 'fear', 'tone_name': 'Fear'}]}	
{'tones': []}	
{'tones': [{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.738512, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.931038, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.960105, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.639276, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.530876, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.605262, 'tone_id': 'anger', 'tone_name': 'Anger'}]}	[{'sentence_id': 0, 'text': 'called hawker turned legeater reporter r still talking bullshit lad article strike lockdown many merger bank cant understand it.plz', 'tones': [{'score': 0.573853, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 1, 'text': 'give job USER_MENTION medium house kicked', 'tones': []}]
{'tones': [{'score': 0.60891, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.5016, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.722667, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': [{'score': 0.672469, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.702088, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.905748, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': [{'score': 0.658741, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.569196, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.790985, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.673901, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	[{'sentence_id': 0, 'text': 'increasing number covid case india.and', 'tones': [{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'unesco awrded best lockdown world failed lockdown worstlockdown failedlockdown USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION', 'tones': [{'score': 0.707586, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]
{'tones': []}	
{'tones': []}	
{'tones': [{'score': 0.762442, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.513082, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.743104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.598035, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.773514, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.624239, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.523822, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.772221, 'tone_id': 'confident', 'tone_name': 'Confident'}]}	
{'tones': []}	
{'tones': [{'score': 0.559565, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.790954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': []}	
{'tones': [{'score': 0.907747, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.500721, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.587824, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.711306, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': []}	
{'tones': [{'score': 0.526754, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.57315, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.91961, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}	
{'tones': [{'score': 0.693894, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.942286, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.891339, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.931276, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}	
{'tones': [{'score': 0.532786, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.577067, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.612261, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': []}	
{'tones': [{'score': 0.792301, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
{'tones': [{'score': 0.71537, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}	
{'tones': [{'score': 0.59761, 'tone_id': 'joy', 'tone_name': 'Joy'}]}	
